date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2024-01-12,22,-69,40,100,-71,0,100,0,0,-100,0,100,0,0,21,-100,-2,-100,89,-51,0,-100,28,0,100,-100,88,0,0
2024-01-16,0,100,-40,-3,-100,0,0,0,1,0,0,0,0,0,-21,0,0,0,100,-100,0,0,0,0,83,-5,100,2,100
2024-01-17,0,8,0,1,-100,0,100,0,0,-100,0,-100,0,0,0,100,1,100,0,-15,0,100,-28,100,0,0,-1,100,100
2024-01-18,0,0,0,0,0,0,-100,0,-1,-100,0,0,39,89,0,-22,-39,0,-36,-67,0,0,0,-14,100,0,0,1,0
2024-01-19,100,0,0,100,0,0,-100,0,100,-74,55,0,0,-4,0,-32,-100,0,0,-22,0,100,0,0,0,-100,-77,-58,-29
2024-01-22,-9,-46,100,100,-100,0,0,0,100,0,0,88,-39,-29,81,100,100,-68,-100,-90,0,2,0,-86,0,3,100,-45,67
2024-01-23,0,0,0,-21,79,0,0,0,-3,0,-55,-37,0,-56,100,0,-53,0,-53,0,0,-23,0,100,0,-44,-100,0,0
2024-01-24,0,-90,-100,-46,-99,0,0,100,-100,-78,0,100,100,0,-100,20,26,-100,0,20,100,12,100,46,79,-44,38,0,50
2024-01-25,0,0,0,0,57,100,100,-89,-97,0,0,-39,-75,0,0,-3,-100,-22,0,-40,100,-100,100,0,-100,99,0,0,-32
2024-01-26,-6,-13,99,100,-44,-100,100,-11,100,-100,0,-59,-25,0,-81,-100,19,21,100,43,-18,-100,100,62,0,44,-100,0,0
2024-01-29,-92,-86,-85,0,100,100,100,85,0,-33,26,-53,0,0,0,-17,0,-50,-7,58,57,100,46,-13,-28,100,-32,15,-72
2024-01-30,-15,-100,-14,-100,-75,0,-100,100,-25,100,-26,0,100,0,100,-29,-100,-66,15,-91,41,100,100,74,-37,0,100,-11,96
2024-01-31,100,0,0,-10,0,0,0,0,95,0,0,0,0,0,-17,0,0,0,0,0,0,0,-8,-100,-52,100,100,0,-100
2024-02-01,-11,0,0,-72,-60,-25,1,0,0,0,0,0,0,0,-83,80,-53,0,0,-94,-18,-100,0,100,100,0,0,100,0
2024-02-02,-89,0,0,-31,100,-37,-100,0,-75,0,0,0,100,100,0,-15,-20,0,1,-51,-10,0,15,100,-32,0,100,1,-100
2024-02-05,0,-98,100,-68,100,52,-100,55,0,-100,78,0,100,58,100,-62,-94,-2,-100,0,-1,100,-52,25,-15,-100,100,85,-80
2024-02-06,100,-86,-46,-39,-100,-81,100,-91,100,21,-78,100,-84,100,-6,-74,-85,-58,20,0,-36,24,-28,14,22,96,100,22,6
2024-02-07,54,-11,-54,78,-83,-9,64,67,95,-36,0,-95,-64,-100,100,-66,14,-100,-29,0,-2,100,9,0,14,100,53,26,0
2024-02-08,49,-81,0,100,-3,88,46,-100,-100,85,0,-5,-73,-100,32,-44,56,-100,0,1,7,41,63,28,21,86,-68,100,25
2024-02-09,-50,-28,0,84,98,100,-100,-14,-67,100,0,0,-79,0,0,67,43,100,100,100,-12,-26,0,-11,-58,-100,-20,1,-31
2024-02-12,100,0,0,0,40,100,100,0,85,-4,0,0,0,-58,100,74,-88,-49,0,-100,0,-72,0,-23,-100,0,-60,-39,0
2024-02-13,21,0,1,100,86,100,49,40,5,-100,0,0,0,0,40,100,-25,-100,33,-1,-100,100,100,100,-97,-100,-40,26,0
2024-02-14,0,0,-1,22,-100,0,0,-58,-87,0,0,0,0,0,100,-62,0,-6,0,0,100,99,100,0,0,0,0,7,0
2024-02-15,-100,62,39,23,28,29,-100,-84,-90,-81,83,0,0,100,100,-48,0,0,12,58,53,100,-100,-100,0,-81,48,17,0
2024-02-16,100,0,100,0,-90,-17,-58,0,-36,0,-83,100,0,-100,0,0,0,10,-100,-58,0,100,0,0,100,-100,-100,100,0
2024-02-20,-100,57,81,-100,100,56,-2,25,66,2,0,-25,0,0,-19,33,71,92,-45,0,-100,-13,81,-100,-67,-58,17,-45,67
2024-02-21,41,93,51,-80,-100,100,-48,100,73,-2,11,-72,0,100,17,-100,-38,100,0,0,-82,-56,92,-60,-33,-59,100,-100,100
2024-02-22,-76,-4,-56,16,-47,-40,-52,-100,-58,0,100,-3,0,-51,-57,-57,61,30,100,0,-8,36,38,-19,100,-90,-100,-100,-100
2024-02-23,100,23,42,100,-100,-97,100,-25,-81,12,-45,100,100,100,-100,-100,7,69,63,0,52,-100,-28,7,-4,55,-76,100,9
2024-02-26,100,0,0,-70,0,-2,100,0,0,0,100,-9,0,-100,-56,0,-13,0,0,0,100,0,-100,0,-46,-26,0,-68,53
2024-02-27,86,-88,-100,81,31,-17,-100,93,0,-12,-7,-13,100,100,82,3,100,100,-53,0,-52,-73,-6,-100,-50,1,68,100,48
2024-02-28,7,-70,100,61,-100,-16,18,-93,0,0,-58,-78,86,-19,30,-100,52,-100,-28,0,-71,44,100,100,0,-43,34,-16,96
2024-02-29,-94,-73,83,-38,-47,-88,-27,100,17,0,100,100,-73,-4,-100,-54,30,100,-5,53,100,-23,17,-100,0,95,-37,-100,-42
2024-03-01,100,0,90,-78,5,84,-69,55,-17,0,67,-38,100,-59,-98,-77,-60,-100,83,-53,86,-33,0,100,0,-91,100,100,-7
2024-03-04,-100,36,7,100,100,-100,100,23,0,0,100,31,-100,11,-95,73,100,-100,-100,92,-100,78,-56,66,18,-67,-37,100,-100
2024-03-05,-40,-36,100,64,100,-100,-28,-41,100,17,-100,1,-37,100,100,93,-69,-100,-60,-92,71,-53,72,-100,-18,100,100,100,-10
2024-03-06,-32,0,-54,-10,56,32,6,-48,-71,25,-100,3,-53,-96,-90,-7,18,-85,55,0,-57,-88,-74,-100,45,-18,100,-100,-100
2024-03-07,-74,79,73,-20,-100,42,46,100,-29,-42,69,44,-100,-82,23,-100,-100,-16,22,100,-46,60,11,14,15,-100,-53,-14,100
2024-03-08,-67,-79,-100,74,-70,78,-39,81,0,100,-100,33,94,69,37,-59,3,0,100,3,67,-28,14,5,-60,22,80,60,-63
2024-03-11,-100,0,-92,15,-91,-81,27,29,100,-7,6,56,-100,-9,-46,49,100,0,-85,-71,10,49,8,-100,0,100,59,13,9
2024-03-12,87,75,-11,-100,0,100,65,-23,-100,100,30,79,-17,-24,-12,100,-6,0,-5,-32,57,-100,-100,43,0,-40,100,100,-52
2024-03-13,41,-75,-84,39,0,9,36,-100,0,35,28,21,100,26,82,100,-99,100,100,0,-100,100,-100,79,34,59,-100,-31,14
2024-03-14,72,0,55,94,100,18,100,-100,0,11,-100,4,97,-62,48,-91,-100,-100,-32,0,-6,-93,14,-60,23,100,-100,20,100
2024-03-15,-100,0,44,-43,-100,-51,-57,85,0,-18,-100,10,-19,100,-47,-74,57,0,-23,0,-66,100,16,17,-57,-100,20,-4,-52
2024-03-18,-78,0,100,23,0,-100,57,100,0,-82,-1,29,-31,64,52,64,-46,56,-54,0,-100,-88,100,8,73,11,-73,100,-70
2024-03-19,-47,0,34,83,0,-97,18,-1,0,-56,84,-66,-41,0,5,-7,37,-56,-19,0,-16,74,89,10,-73,-69,-42,-31,0
2024-03-20,0,36,42,-22,25,-89,80,5,0,-83,-7,-64,12,62,17,100,-100,0,100,0,0,100,95,33,9,-7,-49,56,100
2024-03-21,0,74,-100,100,-25,-21,-81,-58,100,0,-60,-65,34,-100,-1,66,66,0,-100,0,44,-27,100,-25,-9,-25,-84,-100,-17
2024-03-22,0,-78,100,100,40,-20,-87,66,-90,100,-17,41,91,60,49,-19,-71,1,-59,0,100,-18,100,29,0,64,-95,-34,100
2024-03-25,21,100,71,-48,-40,0,-94,100,-10,6,0,-14,3,40,-100,-51,0,-1,0,0,-100,-100,0,-100,0,5,1,-52,13
2024-03-26,13,54,7,5,31,0,18,-59,82,-4,51,-51,-62,100,-82,100,0,51,0,84,59,20,58,-3,26,-15,64,-36,100
2024-03-27,-34,100,-74,-36,-25,0,100,100,-50,-100,100,100,-56,100,23,13,100,-51,100,-84,42,-23,100,20,-26,-100,70,100,-14
2024-03-28,0,0,-3,-100,-6,100,-56,-35,-32,6,0,100,100,-100,-88,100,-97,0,100,0,-100,2,-39,100,0,100,100,-5,-63
2024-04-01,0,100,-80,-3,0,0,-100,0,100,100,22,-11,1,-100,-37,-100,100,0,1,0,0,-100,0,0,0,-100,100,-66,-100
2024-04-02,0,-100,-100,-30,0,-100,-84,100,-100,-46,-100,-59,-100,-100,-100,-14,7,0,7,0,81,25,-100,-61,0,-59,-100,-95,100
2024-04-03,0,-79,-1,61,100,0,-49,61,0,-50,100,100,-14,-14,-3,-86,-11,0,-100,0,9,34,100,8,42,-99,92,74,-100
2024-04-04,0,100,100,-100,-100,100,0,88,100,-12,18,-38,46,-88,0,-5,-20,0,36,0,49,100,48,-30,35,0,-7,-4,-93
2024-04-05,0,44,-68,-100,0,-81,0,-80,71,66,-33,-16,-44,-24,11,-20,22,14,25,0,-100,0,-100,-31,97,100,8,75,55
2024-04-08,41,-2,84,-72,0,-19,88,67,100,-66,71,-32,-39,0,-11,100,-100,100,-45,0,56,-100,-100,-39,100,-47,-53,-25,-80
2024-04-09,-5,-100,-100,-39,100,100,100,-61,73,100,-100,29,3,84,0,-40,-1,-100,-4,0,-9,100,100,-13,-100,100,31,100,43
2024-04-10,-36,30,-84,87,-6,-100,37,69,83,-55,-31,100,5,100,0,100,0,100,-58,24,-100,-100,-100,0,-9,100,-28,12,-27
2024-04-11,0,-100,100,99,-25,33,89,100,-24,-14,100,-100,-74,-100,100,5,0,-100,100,100,-31,-100,-100,8,63,18,-61,40,66
